,Method,Computational Time,Best Loss,Function Evaluations,Message
0,Gradient-Based,1.3428611755371094,0.09524500742618182,35.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,9.725305080413818,0.0719063025928914,295.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,11.753607273101807,0.28675242025445274,290.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,4.142545938491821,0.3889668609151398,100.0,Converged (|x_n-x_(n-1)| ~= 0)
0,Gradient-Based,6.053781032562256,0.07062036436259506,175.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,11.746237993240356,0.15724019667837846,260.0,Converged (|x_n-x_(n-1)| ~= 0)
0,Gradient-Based,5.273161172866821,0.07001263624795795,155.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,16.044438123703003,0.06991906713561527,445.0,Converged (|x_n-x_(n-1)| ~= 0)
0,Gradient-Based,6.1947948932647705,0.07095241265977062,170.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,9.544012069702148,0.06991145005506647,250.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,8.255499124526978,0.507650038851109,195.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,1.027076005935669,0.5935367469348917,20.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,2.5402770042419434,0.0697991247431976,70.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,6.07532000541687,0.28447217104788375,150.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,5.884546995162964,0.07028218173211218,155.0,Linear search failed
0,Gradient-Based,7.758358955383301,0.0700139885860453,195.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,0.996488094329834,0.22478982300748668,25.0,Converged (|x_n-x_(n-1)| ~= 0)
0,Gradient-Based,5.029531240463257,0.06999621326658628,135.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,2.678140163421631,0.46031039389251505,60.0,Converged (|x_n-x_(n-1)| ~= 0)
0,Gradient-Based,12.586008071899414,0.08050527996539714,345.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,17.270080089569092,0.06879026915253617,505.0,Max. number of function evaluations reached
0,Gradient-Based,3.557755947113037,0.08382992697048973,95.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,3.852379083633423,0.34907626550652227,90.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,3.290462017059326,0.10704411487527712,90.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,8.083389043807983,0.06297901416607805,245.0,Converged (|x_n-x_(n-1)| ~= 0)
0,Gradient-Based,7.740247011184692,0.08299805338592939,210.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,0.7997457981109619,0.25344564808852715,20.0,Converged (|x_n-x_(n-1)| ~= 0)
0,Gradient-Based,11.833044052124023,0.09236898757013674,290.0,Linear search failed
0,Gradient-Based,4.479450941085815,0.08315491785007556,115.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,1.3368892669677734,0.34121380180575334,35.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,15.862826824188232,0.11219880855825101,395.0,Linear search failed
0,Gradient-Based,4.211683034896851,0.08369037253248122,110.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,3.688416004180908,0.08418041838727648,95.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,0.9295990467071533,0.5439161242270781,20.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,3.324036121368408,0.07220663987383784,90.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,75.14131569862366,0.06212370151553957,260.0,Linear search failed
0,Gradient-Based,84.97121810913086,0.0652065256348357,185.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,16.97203779220581,0.42561117978782526,405.0,Linear search failed
0,Gradient-Based,0.8656172752380371,0.46298864370849074,20.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,11.678085803985596,0.21459333818394138,290.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,12.02948784828186,0.32869468544817443,295.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,4.996930837631226,0.11325798866535655,145.0,Converged (|x_n-x_(n-1)| ~= 0)
0,Gradient-Based,1.0333521366119385,0.28621650169484686,25.0,Converged (|x_n-x_(n-1)| ~= 0)
0,Gradient-Based,3.2848970890045166,0.0959192309362282,105.0,Linear search failed
0,Gradient-Based,0.8232920169830322,0.3454605379776129,20.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,1.5576021671295166,0.1915471647699626,40.0,Linear search failed
0,Gradient-Based,0.7240841388702393,0.19172256253333905,20.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,9.266091108322144,0.5066449381884531,210.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,12.77339220046997,0.07808898127950856,380.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,3.5158751010894775,0.5426456768027118,80.0,Linear search failed
0,Gradient-Based,2.1406562328338623,0.0799237404959609,65.0,Linear search failed
0,Gradient-Based,3.819070816040039,0.08527870751743753,110.0,Converged (|x_n-x_(n-1)| ~= 0)
0,Gradient-Based,0.7064990997314453,0.25555222063639493,20.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,3.51530122756958,0.07819416145060726,100.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,1.6630380153656006,0.08144802093634537,50.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,6.820424795150757,0.08255580802270963,195.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,1.077223777770996,0.5257054561179271,25.0,Converged (|x_n-x_(n-1)| ~= 0)
0,Gradient-Based,2.2541921138763428,0.18846678942525988,55.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,0.7550411224365234,0.10224952143731897,20.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,0.9930820465087891,0.4128127019788901,25.0,Converged (|x_n-x_(n-1)| ~= 0)
0,Gradient-Based,3.7085788249969482,0.592647083312487,85.0,Converged (|x_n-x_(n-1)| ~= 0)
0,Gradient-Based,2.6032772064208984,0.2221396111968531,65.0,Converged (|x_n-x_(n-1)| ~= 0)
0,Gradient-Based,3.0464022159576416,0.09198303043755748,85.0,Linear search failed
0,Gradient-Based,10.648749828338623,0.2134576419319687,295.0,Linear search failed
0,Gradient-Based,16.81519603729248,0.08862265354223318,435.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,17.57591438293457,0.06569974862394962,505.0,Max. number of function evaluations reached
0,Gradient-Based,3.6169610023498535,0.3998953658551197,85.0,Converged (|x_n-x_(n-1)| ~= 0)
0,Gradient-Based,2.0846610069274902,0.46873302754708723,45.0,Linear search failed
0,Gradient-Based,8.207794189453125,0.35337823957072795,205.0,Linear search failed
0,Gradient-Based,5.172274827957153,0.07857190750826151,140.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,7.424921751022339,0.06583735568103824,235.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,3.3771886825561523,0.15093974758404677,85.0,Converged (|x_n-x_(n-1)| ~= 0)
0,Gradient-Based,8.766602993011475,0.08380815514408994,235.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,13.034980773925781,0.42156542619686804,275.0,Converged (|x_n-x_(n-1)| ~= 0)
0,Gradient-Based,676.4812829494476,0.07913020183091224,285.0,Linear search failed
0,Gradient-Based,3.402769088745117,0.4357856198744761,65.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,6.184103012084961,0.0625586860927614,170.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,1.3185951709747314,0.39743855168787173,25.0,Converged (|f_n-f_(n-1)| ~= 0)
