,Method,Computational Time,Best Loss,Function Evaluations
0,Gradient-Based,4.396243333816528,0.8889973579267205,100.0
0,Gradient-Based,4.158289909362793,4801.427989761795,85.0
0,Gradient-Based,4.073827028274536,5121.936723572737,75.0
0,Gradient-Based,0.21705913543701172,10000000.0,5.0
0,Gradient-Based,2.941572666168213,2580.391357423356,50.0
0,Gradient-Based,3.2872300148010254,7589.951043799673,65.0
0,Gradient-Based,6.439507961273193,9243.92900926867,130.0
0,Gradient-Based,0.45058679580688477,10000000.0,10.0
0,Gradient-Based,0.916193962097168,2269.2816162461654,15.0
0,Gradient-Based,4.384143114089966,5114.620305717094,85.0
0,Gradient-Based,9.067260980606079,1174.6070950086805,165.0
0,Gradient-Based,0.2080550193786621,10000000.0,5.0
0,Gradient-Based,19.81080412864685,3455.1735796317794,345.0
0,Gradient-Based,1.9218509197235107,5732.011177829151,30.0
0,Gradient-Based,21.808050870895386,2220.0475993920086,375.0
0,Gradient-Based,3.6125600337982178,5155.086315121964,80.0
0,Gradient-Based,1.226515293121338,3974.907583870433,20.0
0,Gradient-Based,3.334804058074951,6768.781644206714,55.0
0,Gradient-Based,4.80101203918457,2579.380388688047,85.0
0,Gradient-Based,0.21482110023498535,10000000.0,5.0
0,Gradient-Based,0.43111300468444824,10000000.0,10.0
0,Gradient-Based,0.20410776138305664,10000000.0,5.0
0,Gradient-Based,1.8500783443450928,4187.433203953817,30.0
0,Gradient-Based,24.559808015823364,3304.5689917537798,415.0
0,Gradient-Based,6.86762809753418,3351.817127381937,120.0
0,Gradient-Based,4.491053104400635,6244.269073742032,80.0
0,Gradient-Based,2.903712034225464,4252.772781978897,60.0
0,Gradient-Based,0.21029090881347656,10000000.0,5.0
0,Gradient-Based,6.801009893417358,10000000.0,145.0
0,Gradient-Based,0.43293070793151855,10000000.0,10.0
0,Gradient-Based,0.20486807823181152,10000000.0,5.0
0,Gradient-Based,0.8094680309295654,6552.760647080499,15.0
0,Gradient-Based,1.5386500358581543,6605.647252458955,25.0
0,Gradient-Based,0.46384096145629883,10000000.0,10.0
0,Gradient-Based,4.532601833343506,6260.150308332572,80.0
0,Gradient-Based,3.504136085510254,5015.688843411668,75.0
0,Gradient-Based,0.22417616844177246,10000000.0,5.0
0,Gradient-Based,3.723374128341675,10000000.0,75.0
